num_longitude,num_latitude,num_housing_median_age,num_total_rooms,num_total_bedrooms,num_population,num_households,num_median_income,num_rooms_per_household,num_population_per_household,num_bedrooms_per_room,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
0.8445012058064598,-0.8247369294711389,-0.04853356250863274,-0.15242642207313506,0.02316062075596495,0.8716405937919617,0.06748407699865602,-0.1990673348161044,-0.3822585384024126,0.1598633620567913,0.2855493721236503,1.0,0.0,0.0,0.0,0.0
-1.0016856377996417,1.640708911210932,0.11081942698083709,-1.2194283306383669,-1.21349431104459,-1.061171931205551,-1.2558355174567255,-1.2910967859070643,-0.1651016723259217,0.20712913772299413,0.30716061392888877,0.0,1.0,0.0,0.0,0.0
0.25571729352127254,-0.572110600444893,1.7043493218755355,-0.7614826466379376,-0.6962951690065075,-0.33961747960894595,-0.724621713506703,-0.647288378174334,-0.2542524748803807,0.14508159991371158,0.22946019632379067,1.0,0.0,0.0,0.0,0.0
-1.1863043221602547,0.7565167596190701,0.5092019007045117,-0.6184467151113552,-0.8060916349140334,-0.7892347429912149,-0.78434397548925,0.4787637001111411,0.3414916073269841,-0.031568724562023434,-0.7861028090443374,1.0,0.0,0.0,0.0,0.0
-0.866963895158117,1.0746388035780465,-0.04853356250863274,0.433559490955122,0.7021650809735593,1.9593893466493062,0.7307155126995717,-1.1771181353391735,-0.344032181194629,0.17610795667407228,0.2837083718013197,0.0,1.0,0.0,0.0,0.0
0.6199649680705875,-0.7264933570720428,1.8637023113650053,0.24438293635544844,-0.45358719173723966,-0.4609599699675342,-0.40400746496881956,3.2696564881728825,1.204445650517518,-0.04364901855270497,-1.4489919118561954,1.0,0.0,0.0,0.0,0.0
1.1289137736052421,-1.198998157658169,-0.36723954148757243,-0.22221411447118533,-0.034626992879575,-0.5660512339388115,-0.14311547841348307,-0.3652482073440888,-0.21146026351797348,-0.13460835938236376,0.34450602422465526,0.0,0.0,0.0,0.0,1.0
-0.08857160434040579,-0.5487192736832016,0.031142932236102174,-0.01746509958434357,-0.3900208167381457,-0.3255330834066098,-0.24684361764632773,1.267894887317932,0.31673570721417543,-0.046617170476162664,-0.9584780568815258,1.0,0.0,0.0,0.0,0.0
1.2237179628715005,-1.372093975694673,0.8279078796834514,-1.2465359466938077,-1.051688992865078,-0.8369050070606603,-1.0232330234194376,-0.6325281429257923,-1.2448507008830907,0.09851717548886404,3.0080046234320257,0.0,0.0,0.0,0.0,1.0
-0.42288111385826926,1.2664476830238987,-0.9249750047007168,-0.6305586286680416,-0.5344898508269956,-0.9354957804770132,-0.822063298846648,-0.4621300603267958,0.44099032154982315,-0.08790609311524575,0.2752994379045853,0.0,1.0,0.0,0.0,0.0
