num_longitude,num_latitude,num_housing_median_age,num_total_rooms,num_total_bedrooms,num_population,num_households,num_median_income,num_rooms_per_household,num_population_per_household,num_bedrooms_per_room,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,yhat,y
0.6548928272739429,-0.6890672342533404,-1.0843279941901867,0.666569637474232,1.3927270639182618,0.5368653302133566,1.265072593596044,-0.08400588706781871,-0.5210304719595626,-0.11541705774271148,0.9080683963419999,1.0,0.0,0.0,0.0,0.0,257177.61684497088,209600.0
-1.3010672881141498,0.9904300272359646,0.42952540595977673,-0.7689804978873149,-0.6991845496882845,-0.6158883281932317,-0.6523263437383567,-0.8794628893811273,-0.4386971513937824,-0.012387624956600481,0.25507501101571006,0.0,0.0,0.0,1.0,0.0,155153.49166671018,92500.0
0.8794290650098222,-0.8668413176421782,0.031142932236102174,1.6609000646993453,0.5316916207487166,0.708044914826365,0.6207008195738274,2.8008507481307765,1.0519248885254824,-0.006868847040128868,-1.3336272148757602,1.0,0.0,0.0,0.0,0.0,420549.7710902645,349500.0
0.34553178861562,-0.6516411114346381,-1.1640044889349215,0.9722512653334606,0.6443774673380194,0.5043628774387348,0.6332739273596267,1.2421357122895886,0.3086765309730178,-0.043264181234622966,-0.6038163943775495,1.0,0.0,0.0,0.0,0.0,317203.01148930046,287100.0
-0.10354068685613155,0.5226034920021754,-0.685945520466512,-0.4044695756098952,-0.01151194742535902,-0.3266164984990972,-0.13997220146703324,-1.2994742167238043,-0.5141067577637392,-0.07259971021116005,1.052126693261085,0.0,1.0,0.0,0.0,0.0,70620.75086230147,93900.0
-1.1164486037535368,0.7331254328573786,1.305966848151861,-0.43792152733788625,-0.6356181746891905,-0.5660512339388115,-0.649183066791907,0.4027969295076419,0.4082219003210058,0.0068294799978920705,-0.7192768726648323,1.0,0.0,0.0,0.0,0.0,272301.73885853786,434500.0
-1.1364073804411736,1.9307613630558802,0.031142932236102174,1.0414621999430973,1.5314173366435577,0.7156288204737767,1.610833057705526,-1.2004837587055912,-0.44114418284761686,-0.12398895355643834,0.44055128957881723,0.0,1.0,0.0,0.0,0.0,107606.05307134955,74500.0
-1.3160363706298757,1.0091430886453159,1.7043493218755355,-0.3975484821489315,-0.3466801065114907,-0.2865301400770636,-0.3442852029862727,-0.7379014053758073,-0.20001763808955358,-0.0072117726821213,0.033453331412051784,0.0,0.0,0.0,1.0,0.0,185159.58755591098,129100.0
0.6299443564144024,-0.8247369294711389,0.5092019007045117,-0.602874254824187,-0.7194102144607234,-0.5844692905110972,-0.5643145892377613,0.6521252276249027,-0.21393378559534662,-0.034131633725085646,-0.5165541043683118,1.0,0.0,0.0,0.0,0.0,276792.0076837193,251300.0
0.6698619097896686,-0.7264933570720428,0.5092019007045117,-0.6069115593430824,-0.13286593605999292,0.7221293110287011,0.03290803058770781,-1.038121170971631,-1.001779247148674,0.13706690830550436,1.6475854377954755,1.0,0.0,0.0,0.0,0.0,127795.17491861082,145800.0
0.23575851683363583,0.2793336936806035,0.42952540595977673,-0.48521566598780463,-0.6731801235522915,-0.6635585922626771,-0.5988906356487095,-0.23041146372227414,0.1489410643481263,-0.052093288908374495,-0.7115989430821209,0.0,1.0,0.0,0.0,0.0,135919.86097360222,74300.0
-0.05863343930896135,0.47114257312645885,0.8279078796834514,-0.7609058888495239,-0.7714190667327093,-0.8174035353958872,-0.7812006985428,-0.4678859821804743,-0.1011783701695372,-0.04667618864041298,-0.10839291293792379,0.0,1.0,0.0,0.0,0.0,133546.22777869029,65300.0
-1.1364073804411736,1.1214214571014263,1.3856433428965957,-1.436289259081895,-1.4475341462685267,-1.4685360059808115,-1.4664350728688647,-1.8800244733913551,-0.9504848274091711,-0.16049662850323604,1.9053858703436635,0.0,1.0,0.0,0.0,0.0,62871.980267246385,87500.0
1.1788107153243232,-1.1615720348394667,-0.765622015211247,-0.3064207515795766,-0.3148969190119438,0.2930969344036927,-0.26570327932502674,-0.011515465306640164,-0.16422991072289028,0.13606518400929798,-0.1483536120347407,1.0,0.0,0.0,0.0,0.0,171148.69153479103,139200.0
0.525160778804322,-0.6937454996056773,-0.04853356250863274,2.4176062830980394,1.100899615058785,1.1251597254340122,1.2210667163457463,5.159239996356286,0.9547603996491948,-0.033425091959482366,-1.271376293239636,1.0,0.0,0.0,0.0,0.0,630233.6877625099,500001.0
0.13596463339546644,-0.6469628460822978,-0.12821005725336765,1.26063015954028,0.7281695071095523,0.3136818211609532,0.6552768659847756,1.3444315511742704,0.582940195630804,-0.07837974145621031,-0.8018351819414574,0.0,0.0,0.0,0.0,1.0,364017.4083801197,500001.0
0.27567607020890217,0.2091597133955358,1.2262903534071259,-0.06129869150378012,0.15029337075415283,-0.0676802913946098,0.06434080005220619,-1.2677881518659306,-0.24861398502356644,-0.053115719943818286,0.3336464705642726,0.0,1.0,0.0,0.0,0.0,87996.71406118403,50900.0
0.590026803039136,-0.7171368263673655,-0.04853356250863274,0.8332526383257737,2.39534216049488,0.44044138698197843,2.30235398592449,-0.7160744937920562,-0.8933939496277861,-0.19653015491475057,1.9783993011653627,1.0,0.0,0.0,0.0,0.0,311797.02286897175,272900.0
0.5650783321795884,-0.7264933570720428,0.7482313849387164,0.40068429701554453,0.3843332059780896,-0.153270083701114,0.33151934050044235,2.2244607122089537,0.026898566173971218,-0.11688894848930115,-0.19074456901040202,1.0,0.0,0.0,0.0,0.0,442431.30878576904,500001.0
0.3505214827875309,-0.6703541728439892,0.031142932236102174,-0.7095744456807102,-0.9765650951388762,-0.8737411202052316,-0.9446510997581916,1.545831826727733,0.6989554430247344,0.011545635190425696,-1.182914061224736,1.0,0.0,0.0,0.0,0.0,338556.79635980225,422900.0
0.709779463164935,-0.7264933570720428,1.8637023113650053,-1.0735086101697162,-1.0921403224099562,-0.9419962710319376,-0.9980868078478389,-0.09682848525670638,-0.5555192053770586,0.004369489533851401,-0.08161090000507792,1.0,0.0,0.0,0.0,0.0,225245.00218665344,220400.0
